entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GainsLossesFromCurrentValueAdjustmentsOfInvestmentAssets,GrossProfitLoss,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RestOfOtherFinanceExpenses,TaxExpenseOnOrdinaryActivities,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,AcquiredOtherSimilarRights,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DepositsShorttermLiabilitiesOtherThanProvisions,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,InvestmentProperty,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,Livestock,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,RevaluationReserve,SharePremium,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,LongtermInvestmentsInGroupEnterprises,ReserveForNetRevaluationAccordingToEquityMethod,ShorttermReceivablesFromGroupEnterprises,IncreaseOfCapital,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard
32470688,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzNhLzQ1LzAwL2U0ZWEtNDgxNy04ODcyLTNlNzdlZWZlZTlmYQ.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2M1L2Q0LzYxLzY3YzYtNDg5MS1iZjg1LWFlMDI2MWNlNTZlMA.xml,true,"4700, NÃ¦stved","Vestre Kaj 2, 1.",To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2018 and of the results of the Group's and the Company's operations and the Group's cash flows for the financial year 1 January 2018 - 31 December 2018.",2019-04-11,2019-04-11,2009-09-18,2019-04-25,20658231.0,32470688.0,20658231.0,mne11683,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year1 January 2018 - 31 December 2018.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Lars Engelsted Petersen,Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. revisionsanpartsselskab",Vejen,2017-01-01,2017-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Vejen, 575",2018-12-31,2018-01-01,false,2019-04-11,NÃ¦stved,Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27056592,indberetninger-20180424,2.5118406,32470688.0,AWpy1C-DRYGX6_YTHR2d,2019-05-01T09:58:30.930Z,2019-05-01T09:57:49.066Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-11-HA,2019-05-01T09:57:49.258Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32470688,2018-01-01,2018-12-31,ID_28,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzNhLzQ1LzAwL2U0ZWEtNDgxNy04ODcyLTNlNzdlZWZlZTlmYQ.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2M1L2Q0LzYxLzY3YzYtNDg5MS1iZjg1LWFlMDI2MWNlNTZlMA.xml,true,"4700, NÃ¦stved","Vestre Kaj 2, 1.",To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2018 and of the results of the Group's and the Company's operations and the Group's cash flows for the financial year 1 January 2018 - 31 December 2018.",2019-04-11,2019-04-11,2009-09-18,2019-04-25,20658231.0,32470688.0,20658231.0,mne11683,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year1 January 2018 - 31 December 2018.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Lars Engelsted Petersen,Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. revisionsanpartsselskab",Vejen,2017-01-01,2017-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Vejen, 575",2018-12-31,2018-01-01,false,2019-04-11,NÃ¦stved,Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27056592,indberetninger-20180424,2.5118406,32470688.0,AWpy1C-DRYGX6_YTHR2d,2019-05-01T09:58:30.930Z,2019-05-01T09:57:49.066Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-11-HA,2019-05-01T09:57:49.258Z,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7804621.0,,
32470688,2018-01-01,2018-12-31,ID_29,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzNhLzQ1LzAwL2U0ZWEtNDgxNy04ODcyLTNlNzdlZWZlZTlmYQ.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2M1L2Q0LzYxLzY3YzYtNDg5MS1iZjg1LWFlMDI2MWNlNTZlMA.xml,true,"4700, NÃ¦stved","Vestre Kaj 2, 1.",To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2018 and of the results of the Group's and the Company's operations and the Group's cash flows for the financial year 1 January 2018 - 31 December 2018.",2019-04-11,2019-04-11,2009-09-18,2019-04-25,20658231.0,32470688.0,20658231.0,mne11683,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year1 January 2018 - 31 December 2018.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Lars Engelsted Petersen,Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. revisionsanpartsselskab",Vejen,2017-01-01,2017-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Vejen, 575",2018-12-31,2018-01-01,false,2019-04-11,NÃ¦stved,Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27056592,indberetninger-20180424,2.5118406,32470688.0,AWpy1C-DRYGX6_YTHR2d,2019-05-01T09:58:30.930Z,2019-05-01T09:57:49.066Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-11-HA,2019-05-01T09:57:49.258Z,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1627264.0,,
32470688,2018-01-01,2018-12-31,ID_3,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzNhLzQ1LzAwL2U0ZWEtNDgxNy04ODcyLTNlNzdlZWZlZTlmYQ.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2M1L2Q0LzYxLzY3YzYtNDg5MS1iZjg1LWFlMDI2MWNlNTZlMA.xml,true,"4700, NÃ¦stved","Vestre Kaj 2, 1.",To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2018 and of the results of the Group's and the Company's operations and the Group's cash flows for the financial year 1 January 2018 - 31 December 2018.",2019-04-11,2019-04-11,2009-09-18,2019-04-25,20658231.0,32470688.0,20658231.0,mne11683,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year1 January 2018 - 31 December 2018.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Lars Engelsted Petersen,Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. revisionsanpartsselskab",Vejen,2017-01-01,2017-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Vejen, 575",2018-12-31,2018-01-01,false,2019-04-11,NÃ¦stved,Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27056592,indberetninger-20180424,2.5118406,32470688.0,AWpy1C-DRYGX6_YTHR2d,2019-05-01T09:58:30.930Z,2019-05-01T09:57:49.066Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-11-HA,2019-05-01T09:57:49.258Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32470688,2018-01-01,2018-12-31,ID_30,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzNhLzQ1LzAwL2U0ZWEtNDgxNy04ODcyLTNlNzdlZWZlZTlmYQ.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2M1L2Q0LzYxLzY3YzYtNDg5MS1iZjg1LWFlMDI2MWNlNTZlMA.xml,true,"4700, NÃ¦stved","Vestre Kaj 2, 1.",To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2018 and of the results of the Group's and the Company's operations and the Group's cash flows for the financial year 1 January 2018 - 31 December 2018.",2019-04-11,2019-04-11,2009-09-18,2019-04-25,20658231.0,32470688.0,20658231.0,mne11683,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year1 January 2018 - 31 December 2018.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Lars Engelsted Petersen,Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. revisionsanpartsselskab",Vejen,2017-01-01,2017-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Vejen, 575",2018-12-31,2018-01-01,false,2019-04-11,NÃ¦stved,Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27056592,indberetninger-20180424,2.5118406,32470688.0,AWpy1C-DRYGX6_YTHR2d,2019-05-01T09:58:30.930Z,2019-05-01T09:57:49.066Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-11-HA,2019-05-01T09:57:49.258Z,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
32470688,2018-01-01,2018-12-31,ID_31,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzNhLzQ1LzAwL2U0ZWEtNDgxNy04ODcyLTNlNzdlZWZlZTlmYQ.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2M1L2Q0LzYxLzY3YzYtNDg5MS1iZjg1LWFlMDI2MWNlNTZlMA.xml,true,"4700, NÃ¦stved","Vestre Kaj 2, 1.",To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2018 and of the results of the Group's and the Company's operations and the Group's cash flows for the financial year 1 January 2018 - 31 December 2018.",2019-04-11,2019-04-11,2009-09-18,2019-04-25,20658231.0,32470688.0,20658231.0,mne11683,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year1 January 2018 - 31 December 2018.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Lars Engelsted Petersen,Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. revisionsanpartsselskab",Vejen,2017-01-01,2017-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Vejen, 575",2018-12-31,2018-01-01,false,2019-04-11,NÃ¦stved,Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27056592,indberetninger-20180424,2.5118406,32470688.0,AWpy1C-DRYGX6_YTHR2d,2019-05-01T09:58:30.930Z,2019-05-01T09:57:49.066Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-11-HA,2019-05-01T09:57:49.258Z,,,,,352471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
32470688,2018-01-01,2018-12-31,ID_32,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzNhLzQ1LzAwL2U0ZWEtNDgxNy04ODcyLTNlNzdlZWZlZTlmYQ.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2M1L2Q0LzYxLzY3YzYtNDg5MS1iZjg1LWFlMDI2MWNlNTZlMA.xml,true,"4700, NÃ¦stved","Vestre Kaj 2, 1.",To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2018 and of the results of the Group's and the Company's operations and the Group's cash flows for the financial year 1 January 2018 - 31 December 2018.",2019-04-11,2019-04-11,2009-09-18,2019-04-25,20658231.0,32470688.0,20658231.0,mne11683,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year1 January 2018 - 31 December 2018.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Lars Engelsted Petersen,Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. revisionsanpartsselskab",Vejen,2017-01-01,2017-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Vejen, 575",2018-12-31,2018-01-01,false,2019-04-11,NÃ¦stved,Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27056592,indberetninger-20180424,2.5118406,32470688.0,AWpy1C-DRYGX6_YTHR2d,2019-05-01T09:58:30.930Z,2019-05-01T09:57:49.066Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-11-HA,2019-05-01T09:57:49.258Z,,,,,-175901.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
32470688,2018-01-01,2018-12-31,ID_33,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzNhLzQ1LzAwL2U0ZWEtNDgxNy04ODcyLTNlNzdlZWZlZTlmYQ.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2M1L2Q0LzYxLzY3YzYtNDg5MS1iZjg1LWFlMDI2MWNlNTZlMA.xml,true,"4700, NÃ¦stved","Vestre Kaj 2, 1.",To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2018 and of the results of the Group's and the Company's operations and the Group's cash flows for the financial year 1 January 2018 - 31 December 2018.",2019-04-11,2019-04-11,2009-09-18,2019-04-25,20658231.0,32470688.0,20658231.0,mne11683,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year1 January 2018 - 31 December 2018.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Lars Engelsted Petersen,Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. revisionsanpartsselskab",Vejen,2017-01-01,2017-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Vejen, 575",2018-12-31,2018-01-01,false,2019-04-11,NÃ¦stved,Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27056592,indberetninger-20180424,2.5118406,32470688.0,AWpy1C-DRYGX6_YTHR2d,2019-05-01T09:58:30.930Z,2019-05-01T09:57:49.066Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-11-HA,2019-05-01T09:57:49.258Z,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7804621.0,,
32470688,2018-01-01,2018-12-31,ID_34,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzNhLzQ1LzAwL2U0ZWEtNDgxNy04ODcyLTNlNzdlZWZlZTlmYQ.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2M1L2Q0LzYxLzY3YzYtNDg5MS1iZjg1LWFlMDI2MWNlNTZlMA.xml,true,"4700, NÃ¦stved","Vestre Kaj 2, 1.",To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2018 and of the results of the Group's and the Company's operations and the Group's cash flows for the financial year 1 January 2018 - 31 December 2018.",2019-04-11,2019-04-11,2009-09-18,2019-04-25,20658231.0,32470688.0,20658231.0,mne11683,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year1 January 2018 - 31 December 2018.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Lars Engelsted Petersen,Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. revisionsanpartsselskab",Vejen,2017-01-01,2017-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Vejen, 575",2018-12-31,2018-01-01,false,2019-04-11,NÃ¦stved,Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27056592,indberetninger-20180424,2.5118406,32470688.0,AWpy1C-DRYGX6_YTHR2d,2019-05-01T09:58:30.930Z,2019-05-01T09:57:49.066Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-11-HA,2019-05-01T09:57:49.258Z,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1627264.0,,
32470688,2018-01-01,2018-12-31,ID_35,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzNhLzQ1LzAwL2U0ZWEtNDgxNy04ODcyLTNlNzdlZWZlZTlmYQ.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2M1L2Q0LzYxLzY3YzYtNDg5MS1iZjg1LWFlMDI2MWNlNTZlMA.xml,true,"4700, NÃ¦stved","Vestre Kaj 2, 1.",To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2018 and of the results of the Group's and the Company's operations and the Group's cash flows for the financial year 1 January 2018 - 31 December 2018.",2019-04-11,2019-04-11,2009-09-18,2019-04-25,20658231.0,32470688.0,20658231.0,mne11683,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year1 January 2018 - 31 December 2018.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Lars Engelsted Petersen,Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. revisionsanpartsselskab",Vejen,2017-01-01,2017-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Vejen, 575",2018-12-31,2018-01-01,false,2019-04-11,NÃ¦stved,Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27056592,indberetninger-20180424,2.5118406,32470688.0,AWpy1C-DRYGX6_YTHR2d,2019-05-01T09:58:30.930Z,2019-05-01T09:57:49.066Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-11-HA,2019-05-01T09:57:49.258Z,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
32470688,2018-01-01,2018-12-31,ID_36,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzNhLzQ1LzAwL2U0ZWEtNDgxNy04ODcyLTNlNzdlZWZlZTlmYQ.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2M1L2Q0LzYxLzY3YzYtNDg5MS1iZjg1LWFlMDI2MWNlNTZlMA.xml,true,"4700, NÃ¦stved","Vestre Kaj 2, 1.",To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2018 and of the results of the Group's and the Company's operations and the Group's cash flows for the financial year 1 January 2018 - 31 December 2018.",2019-04-11,2019-04-11,2009-09-18,2019-04-25,20658231.0,32470688.0,20658231.0,mne11683,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year1 January 2018 - 31 December 2018.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Lars Engelsted Petersen,Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. revisionsanpartsselskab",Vejen,2017-01-01,2017-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Vejen, 575",2018-12-31,2018-01-01,false,2019-04-11,NÃ¦stved,Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27056592,indberetninger-20180424,2.5118406,32470688.0,AWpy1C-DRYGX6_YTHR2d,2019-05-01T09:58:30.930Z,2019-05-01T09:57:49.066Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-11-HA,2019-05-01T09:57:49.258Z,,,,,176570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
32470688,2018-01-01,2018-12-31,ID_37,,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzNhLzQ1LzAwL2U0ZWEtNDgxNy04ODcyLTNlNzdlZWZlZTlmYQ.pdf,http://regnskaber.virk.dk/88607423/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2M1L2Q0LzYxLzY3YzYtNDg5MS1iZjg1LWFlMDI2MWNlNTZlMA.xml,true,"4700, NÃ¦stved","Vestre Kaj 2, 1.",To the shareholders of Farm Company A/S,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Consolidated Financial Statements and the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2018 and of the results of the Group's and the Company's operations and the Group's cash flows for the financial year 1 January 2018 - 31 December 2018.",2019-04-11,2019-04-11,2009-09-18,2019-04-25,20658231.0,32470688.0,20658231.0,mne11683,"Today, the Supervisory Board and the Executive Board have considered and adopted the Annual Report of Farm Company A/S for the financial year1 January 2018 - 31 December 2018.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Lars Engelsted Petersen,Jens Ohnemus,ENGELSTED PETERSEN,Farm Company A/S,"ENGELSTED PETERSEN, Statsaut. revisionsanpartsselskab",Vejen,2017-01-01,2017-12-31,We recommend that the Annual Report is adopted at the Annual General Meeting.,"Vejen, 575",2018-12-31,2018-01-01,false,2019-04-11,NÃ¦stved,Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27056592,indberetninger-20180424,2.5118406,32470688.0,AWpy1C-DRYGX6_YTHR2d,2019-05-01T09:58:30.930Z,2019-05-01T09:57:49.066Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-11-HA,2019-05-01T09:57:49.258Z,,,,,352471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
