Year,Start_date,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets,AverageNumberOfEmployees,CurrentAssets,Equity,Inventories,AddressOfReportingEntityPostCodeIdentifier
13,2011-01-01,110390.0,0.0,3284125.0,0.0,0.0,0.0,0.0,125000.0,0.0,0.0
13,2012-01-01,-150598.0,3006000.0,2371383.0,0.0,0.0,0.0,0.0,125000.0,0.0,0.0
14,2012-01-01,-150598.0,0.0,2371383.0,0.0,0.0,0.0,0.0,125000.0,0.0,2600.0
14,2013-01-01,-485284.0,3284000.0,2425502.0,0.0,0.0,0.0,0.0,262377.0,0.0,2600.0
15,2013-01-01,-485284.0,0.0,2425502.0,0.0,0.0,0.0,0.0,125000.0,0.0,2600.0
15,2014-01-01,270103.0,2371000.0,2909656.0,0.0,0.0,0.0,0.0,125000.0,0.0,2600.0
16,2014-01-01,270103.0,0.0,2791812.0,0.0,0.0,0.0,0.0,125000.0,0.0,2600.0
16,2015-01-01,-53831.0,2426000.0,2185809.0,0.0,0.0,0.0,0.0,125000.0,0.0,2600.0
17,2015-01-01,-53831.0,0.0,2185809.0,0.0,0.0,6.0,0.0,125000.0,0.0,2600.0
17,2016-01-01,151556.0,2792000.0,2533003.0,0.0,0.0,6.0,0.0,125000.0,0.0,2600.0
19,2017-01-01,208345.0,0.0,2968962.0,0.0,0.0,6.0,0.0,125000.0,0.0,2600.0
19,2018-01-01,-62165.0,2533000.0,2744456.0,0.0,0.0,6.0,0.0,125000.0,0.0,2600.0
