entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid
29146160,2016-06-01,2017-05-31,c1,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzM4Lzk0LzIzLzE1OTktNDE2Ni1iNzMwLWYzMGY2ZTNlNmI5Yw.xhtml,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2MxL2YwLzY3L2Q0ZGEtNDBhMy05YjkzLTNiZTUzZDI0OWRmNw.pdf,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzE4LzM1LzBlL2ZjMjgtNGFjMS04YjE2LWQ3NWQwZjIyY2UzNQ.xml,true,DaugÃ¥rd,8721.0,77.0,Tranevej,8721 DaugÃ¥rd,Tranevej 77,Til den daglige ledelse i Robani Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-30,2017-10-30,,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har DLR Kredit A/S pantesikkerhed i selskabets faste ejendom beliggende Mosetoften 1, Hedensted.</p>",,18619407.0,29146160.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Robert Tindgaard Knudsen,Robert Tindgaard Knudsen,Revisionsfirmaet JÃ¸rgen Gilling,ROBANI HOLDING ApS,Robani Holding ApS,,,DaugÃ¥rd,2015-06-01,2016-05-31,,,,2017-05-31,2016-06-01,,true,false,2017-10-30,Vejle,"Det indstilles til generalforsamlingen, at selskabets Ã¥rsregnskaber fremover fortsat ikke skal revideres.",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24643040,indberetninger-20180424,2.59278,29146160.0,,2018-03-27T14:34:02.768Z,2017-10-30T16:11:50.327Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BD-42-RE,2017-10-30T16:11:50.485Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29146160,2016-06-01,2017-05-31,c15,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzM4Lzk0LzIzLzE1OTktNDE2Ni1iNzMwLWYzMGY2ZTNlNmI5Yw.xhtml,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2MxL2YwLzY3L2Q0ZGEtNDBhMy05YjkzLTNiZTUzZDI0OWRmNw.pdf,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzE4LzM1LzBlL2ZjMjgtNGFjMS04YjE2LWQ3NWQwZjIyY2UzNQ.xml,true,DaugÃ¥rd,8721.0,77.0,Tranevej,8721 DaugÃ¥rd,Tranevej 77,Til den daglige ledelse i Robani Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-30,2017-10-30,,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har DLR Kredit A/S pantesikkerhed i selskabets faste ejendom beliggende Mosetoften 1, Hedensted.</p>",,18619407.0,29146160.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Robert Tindgaard Knudsen,Robert Tindgaard Knudsen,Revisionsfirmaet JÃ¸rgen Gilling,ROBANI HOLDING ApS,Robani Holding ApS,,,DaugÃ¥rd,2015-06-01,2016-05-31,0.0,,,2017-05-31,2016-06-01,,true,false,2017-10-30,Vejle,"Det indstilles til generalforsamlingen, at selskabets Ã¥rsregnskaber fremover fortsat ikke skal revideres.",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24643040,indberetninger-20180424,2.59278,29146160.0,,2018-03-27T14:34:02.768Z,2017-10-30T16:11:50.327Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BD-42-RE,2017-10-30T16:11:50.485Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
29146160,2016-06-01,2017-05-31,c16,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzM4Lzk0LzIzLzE1OTktNDE2Ni1iNzMwLWYzMGY2ZTNlNmI5Yw.xhtml,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2MxL2YwLzY3L2Q0ZGEtNDBhMy05YjkzLTNiZTUzZDI0OWRmNw.pdf,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzE4LzM1LzBlL2ZjMjgtNGFjMS04YjE2LWQ3NWQwZjIyY2UzNQ.xml,true,DaugÃ¥rd,8721.0,77.0,Tranevej,8721 DaugÃ¥rd,Tranevej 77,Til den daglige ledelse i Robani Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-30,2017-10-30,,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har DLR Kredit A/S pantesikkerhed i selskabets faste ejendom beliggende Mosetoften 1, Hedensted.</p>",,18619407.0,29146160.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Robert Tindgaard Knudsen,Robert Tindgaard Knudsen,Revisionsfirmaet JÃ¸rgen Gilling,ROBANI HOLDING ApS,Robani Holding ApS,,,DaugÃ¥rd,2015-06-01,2016-05-31,270909.0,,,2017-05-31,2016-06-01,,true,false,2017-10-30,Vejle,"Det indstilles til generalforsamlingen, at selskabets Ã¥rsregnskaber fremover fortsat ikke skal revideres.",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24643040,indberetninger-20180424,2.59278,29146160.0,,2018-03-27T14:34:02.768Z,2017-10-30T16:11:50.327Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BD-42-RE,2017-10-30T16:11:50.485Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29146160,2016-06-01,2017-05-31,c17,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzM4Lzk0LzIzLzE1OTktNDE2Ni1iNzMwLWYzMGY2ZTNlNmI5Yw.xhtml,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2MxL2YwLzY3L2Q0ZGEtNDBhMy05YjkzLTNiZTUzZDI0OWRmNw.pdf,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzE4LzM1LzBlL2ZjMjgtNGFjMS04YjE2LWQ3NWQwZjIyY2UzNQ.xml,true,DaugÃ¥rd,8721.0,77.0,Tranevej,8721 DaugÃ¥rd,Tranevej 77,Til den daglige ledelse i Robani Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-30,2017-10-30,,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har DLR Kredit A/S pantesikkerhed i selskabets faste ejendom beliggende Mosetoften 1, Hedensted.</p>",,18619407.0,29146160.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Robert Tindgaard Knudsen,Robert Tindgaard Knudsen,Revisionsfirmaet JÃ¸rgen Gilling,ROBANI HOLDING ApS,Robani Holding ApS,,,DaugÃ¥rd,2015-06-01,2016-05-31,53895.0,,,2017-05-31,2016-06-01,,true,false,2017-10-30,Vejle,"Det indstilles til generalforsamlingen, at selskabets Ã¥rsregnskaber fremover fortsat ikke skal revideres.",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24643040,indberetninger-20180424,2.59278,29146160.0,,2018-03-27T14:34:02.768Z,2017-10-30T16:11:50.327Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BD-42-RE,2017-10-30T16:11:50.485Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29146160,2016-06-01,2017-05-31,c2,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzM4Lzk0LzIzLzE1OTktNDE2Ni1iNzMwLWYzMGY2ZTNlNmI5Yw.xhtml,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2MxL2YwLzY3L2Q0ZGEtNDBhMy05YjkzLTNiZTUzZDI0OWRmNw.pdf,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzE4LzM1LzBlL2ZjMjgtNGFjMS04YjE2LWQ3NWQwZjIyY2UzNQ.xml,true,DaugÃ¥rd,8721.0,77.0,Tranevej,8721 DaugÃ¥rd,Tranevej 77,Til den daglige ledelse i Robani Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-30,2017-10-30,,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har DLR Kredit A/S pantesikkerhed i selskabets faste ejendom beliggende Mosetoften 1, Hedensted.</p>",,18619407.0,29146160.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Robert Tindgaard Knudsen,Robert Tindgaard Knudsen,Revisionsfirmaet JÃ¸rgen Gilling,ROBANI HOLDING ApS,Robani Holding ApS,,,DaugÃ¥rd,2015-06-01,2016-05-31,,,,2017-05-31,2016-06-01,,true,false,2017-10-30,Vejle,"Det indstilles til generalforsamlingen, at selskabets Ã¥rsregnskaber fremover fortsat ikke skal revideres.",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24643040,indberetninger-20180424,2.59278,29146160.0,,2018-03-27T14:34:02.768Z,2017-10-30T16:11:50.327Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BD-42-RE,2017-10-30T16:11:50.485Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29146160,2016-06-01,2017-05-31,c4,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzM4Lzk0LzIzLzE1OTktNDE2Ni1iNzMwLWYzMGY2ZTNlNmI5Yw.xhtml,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2MxL2YwLzY3L2Q0ZGEtNDBhMy05YjkzLTNiZTUzZDI0OWRmNw.pdf,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzE4LzM1LzBlL2ZjMjgtNGFjMS04YjE2LWQ3NWQwZjIyY2UzNQ.xml,true,DaugÃ¥rd,8721.0,77.0,Tranevej,8721 DaugÃ¥rd,Tranevej 77,Til den daglige ledelse i Robani Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-30,2017-10-30,,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har DLR Kredit A/S pantesikkerhed i selskabets faste ejendom beliggende Mosetoften 1, Hedensted.</p>",,18619407.0,29146160.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Robert Tindgaard Knudsen,Robert Tindgaard Knudsen,Revisionsfirmaet JÃ¸rgen Gilling,ROBANI HOLDING ApS,Robani Holding ApS,,,DaugÃ¥rd,2015-06-01,2016-05-31,270909.0,,,2017-05-31,2016-06-01,,true,false,2017-10-30,Vejle,"Det indstilles til generalforsamlingen, at selskabets Ã¥rsregnskaber fremover fortsat ikke skal revideres.",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24643040,indberetninger-20180424,2.59278,29146160.0,,2018-03-27T14:34:02.768Z,2017-10-30T16:11:50.327Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BD-42-RE,2017-10-30T16:11:50.485Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29146160,2016-06-01,2017-05-31,c6,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzM4Lzk0LzIzLzE1OTktNDE2Ni1iNzMwLWYzMGY2ZTNlNmI5Yw.xhtml,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2MxL2YwLzY3L2Q0ZGEtNDBhMy05YjkzLTNiZTUzZDI0OWRmNw.pdf,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzE4LzM1LzBlL2ZjMjgtNGFjMS04YjE2LWQ3NWQwZjIyY2UzNQ.xml,true,DaugÃ¥rd,8721.0,77.0,Tranevej,8721 DaugÃ¥rd,Tranevej 77,Til den daglige ledelse i Robani Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-30,2017-10-30,,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har DLR Kredit A/S pantesikkerhed i selskabets faste ejendom beliggende Mosetoften 1, Hedensted.</p>",,18619407.0,29146160.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Robert Tindgaard Knudsen,Robert Tindgaard Knudsen,Revisionsfirmaet JÃ¸rgen Gilling,ROBANI HOLDING ApS,Robani Holding ApS,,,DaugÃ¥rd,2015-06-01,2016-05-31,53895.0,,,2017-05-31,2016-06-01,,true,false,2017-10-30,Vejle,"Det indstilles til generalforsamlingen, at selskabets Ã¥rsregnskaber fremover fortsat ikke skal revideres.",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24643040,indberetninger-20180424,2.59278,29146160.0,,2018-03-27T14:34:02.768Z,2017-10-30T16:11:50.327Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BD-42-RE,2017-10-30T16:11:50.485Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29146160,2017-05-31,2017-05-31,c18,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzM4Lzk0LzIzLzE1OTktNDE2Ni1iNzMwLWYzMGY2ZTNlNmI5Yw.xhtml,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2MxL2YwLzY3L2Q0ZGEtNDBhMy05YjkzLTNiZTUzZDI0OWRmNw.pdf,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzE4LzM1LzBlL2ZjMjgtNGFjMS04YjE2LWQ3NWQwZjIyY2UzNQ.xml,true,DaugÃ¥rd,8721.0,77.0,Tranevej,8721 DaugÃ¥rd,Tranevej 77,Til den daglige ledelse i Robani Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-30,2017-10-30,,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har DLR Kredit A/S pantesikkerhed i selskabets faste ejendom beliggende Mosetoften 1, Hedensted.</p>",,18619407.0,29146160.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Robert Tindgaard Knudsen,Robert Tindgaard Knudsen,Revisionsfirmaet JÃ¸rgen Gilling,ROBANI HOLDING ApS,Robani Holding ApS,,,DaugÃ¥rd,2015-06-01,2016-05-31,,,,2017-05-31,2016-06-01,,true,false,2017-10-30,Vejle,"Det indstilles til generalforsamlingen, at selskabets Ã¥rsregnskaber fremover fortsat ikke skal revideres.",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24643040,indberetninger-20180424,2.59278,29146160.0,,2018-03-27T14:34:02.768Z,2017-10-30T16:11:50.327Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BD-42-RE,2017-10-30T16:11:50.485Z,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,,
29146160,2017-05-31,2017-05-31,c19,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzM4Lzk0LzIzLzE1OTktNDE2Ni1iNzMwLWYzMGY2ZTNlNmI5Yw.xhtml,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2MxL2YwLzY3L2Q0ZGEtNDBhMy05YjkzLTNiZTUzZDI0OWRmNw.pdf,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzE4LzM1LzBlL2ZjMjgtNGFjMS04YjE2LWQ3NWQwZjIyY2UzNQ.xml,true,DaugÃ¥rd,8721.0,77.0,Tranevej,8721 DaugÃ¥rd,Tranevej 77,Til den daglige ledelse i Robani Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-30,2017-10-30,,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har DLR Kredit A/S pantesikkerhed i selskabets faste ejendom beliggende Mosetoften 1, Hedensted.</p>",,18619407.0,29146160.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Robert Tindgaard Knudsen,Robert Tindgaard Knudsen,Revisionsfirmaet JÃ¸rgen Gilling,ROBANI HOLDING ApS,Robani Holding ApS,,,DaugÃ¥rd,2015-06-01,2016-05-31,,,,2017-05-31,2016-06-01,,true,false,2017-10-30,Vejle,"Det indstilles til generalforsamlingen, at selskabets Ã¥rsregnskaber fremover fortsat ikke skal revideres.",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24643040,indberetninger-20180424,2.59278,29146160.0,,2018-03-27T14:34:02.768Z,2017-10-30T16:11:50.327Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BD-42-RE,2017-10-30T16:11:50.485Z,,,,,270909.0,,,,,,,,,,,,,,,,,,,,,,,
29146160,2017-05-31,2017-05-31,c20,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzM4Lzk0LzIzLzE1OTktNDE2Ni1iNzMwLWYzMGY2ZTNlNmI5Yw.xhtml,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2MxL2YwLzY3L2Q0ZGEtNDBhMy05YjkzLTNiZTUzZDI0OWRmNw.pdf,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzE4LzM1LzBlL2ZjMjgtNGFjMS04YjE2LWQ3NWQwZjIyY2UzNQ.xml,true,DaugÃ¥rd,8721.0,77.0,Tranevej,8721 DaugÃ¥rd,Tranevej 77,Til den daglige ledelse i Robani Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-30,2017-10-30,,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har DLR Kredit A/S pantesikkerhed i selskabets faste ejendom beliggende Mosetoften 1, Hedensted.</p>",,18619407.0,29146160.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Robert Tindgaard Knudsen,Robert Tindgaard Knudsen,Revisionsfirmaet JÃ¸rgen Gilling,ROBANI HOLDING ApS,Robani Holding ApS,,,DaugÃ¥rd,2015-06-01,2016-05-31,,,,2017-05-31,2016-06-01,,true,false,2017-10-30,Vejle,"Det indstilles til generalforsamlingen, at selskabets Ã¥rsregnskaber fremover fortsat ikke skal revideres.",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24643040,indberetninger-20180424,2.59278,29146160.0,,2018-03-27T14:34:02.768Z,2017-10-30T16:11:50.327Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BD-42-RE,2017-10-30T16:11:50.485Z,,,,,1174348.0,,,,,,,,,,,,,,,,,,,,,,,
29146160,2017-05-31,2017-05-31,c21,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzM4Lzk0LzIzLzE1OTktNDE2Ni1iNzMwLWYzMGY2ZTNlNmI5Yw.xhtml,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2MxL2YwLzY3L2Q0ZGEtNDBhMy05YjkzLTNiZTUzZDI0OWRmNw.pdf,http://regnskaber.virk.dk/06164192/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzE4LzM1LzBlL2ZjMjgtNGFjMS04YjE2LWQ3NWQwZjIyY2UzNQ.xml,true,DaugÃ¥rd,8721.0,77.0,Tranevej,8721 DaugÃ¥rd,Tranevej 77,Til den daglige ledelse i Robani Holding ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-30,2017-10-30,,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har DLR Kredit A/S pantesikkerhed i selskabets faste ejendom beliggende Mosetoften 1, Hedensted.</p>",,18619407.0,29146160.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Robert Tindgaard Knudsen,Robert Tindgaard Knudsen,Revisionsfirmaet JÃ¸rgen Gilling,ROBANI HOLDING ApS,Robani Holding ApS,,,DaugÃ¥rd,2015-06-01,2016-05-31,,,,2017-05-31,2016-06-01,,true,false,2017-10-30,Vejle,"Det indstilles til generalforsamlingen, at selskabets Ã¥rsregnskaber fremover fortsat ikke skal revideres.",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24643040,indberetninger-20180424,2.59278,29146160.0,,2018-03-27T14:34:02.768Z,2017-10-30T16:11:50.327Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BD-42-RE,2017-10-30T16:11:50.485Z,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
